director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes,actor_2_facebook_likes,movie_facebook_likes,imdb_score
38,190,3000,3691,424,21000,7.3
0,275,1000,2013,278,0,7.2
11,220,1000,2403,412,13000,5.2
70,706,1000,5804,876,0,5.7
9,448,690,2402,533,0,4.7
58,242,14000,15251,537,15000,5.9
500,718,11000,12946,912,683,6.8
5,338,556,2149,475,331,5.9
17,53,371,857,324,0,5.3
92,826,2000,7552,918,997,6
0,766,13000,15716,933,5000,7.7
25,861,929,3679,927,13000,4.4
108,111,220,583,186,21000,6.6
22,558,918,3317,624,851,6.7
15,804,1000,4789,962,767,5.5
0,203,18000,19065,269,720,6.5
176,39,176,361,67,0,6.2
31,536,651,3119,610,11000,7.1
36,648,2000,3416,683,0,6.1
394,695,2000,6296,926,680,7.1
164,45,258,571,218,328,6
337,820,11000,13960,1000,27000,7.4
134,307,655,2737,651,441,5.9
293,547,773,2787,734,0,4.1
23,503,839,3973,700,0,5.8
14,636,1000,3752,811,227,5.9
64,918,13000,17204,2000,17000,7
47,442,3000,4053,497,808,6.8
28,582,962,3871,826,1000,7.4
0,458,1000,3215,562,15000,7.1
2,30,772,1058,232,1000,7
13,869,15000,22485,4000,0,5.8
406,759,989,3462,939,16000,7.8
31,551,4000,6388,980,0,6.5
13000,309,11000,12418,430,20000,7
532,711,4000,6046,796,0,6.3
18,2000,7000,13626,2000,0,5.3
0,298,537,1856,376,0,6.8
434,472,1000,2618,622,0,5.5
350,250,460,1334,372,0,7.4
0,3000,20000,41059,14000,25000,4.3
207,3000,40000,55175,11000,25000,6
4,655,939,3651,702,518,5.2
63,172,7000,7747,353,25000,6.7
44,727,1000,4769,939,0,6.3
194,602,1000,3858,816,35000,8.6
87,444,1000,3818,581,14000,6.1
0,719,886,5139,808,49,5.8
63,2,24,29,3,0,7.7
0,201,874,1351,262,0,8
9,934,12000,26961,11000,398,5.6
0,322,628,2061,497,0,6.7
0,231,427,1022,269,0,6.6
13,378,753,2791,695,425,4.2
57,664,1000,3745,837,0,6.6
49,401,719,2446,405,0,4.1
0,294,23000,24270,342,0,7.3
102,970,14000,18712,3000,0,7.1
157,581,2000,3374,616,0,6.5
64,72,144,474,110,0,7
60,699,823,5262,759,0,5.5
34,541,10000,13160,721,561,6.6
0,132,402,1335,296,944,7.1
549,911,3000,5732,912,18000,7.9
25,553,902,2735,576,345,7.1
4,311,754,1891,324,208,5.6
108,400,634,2673,436,0,7.3
105,269,982,2603,503,0,3.3
0,851,1000,4266,975,1000,6.5
4,4,533,578,35,10000,4.8
76,249,902,2079,488,106,5.2
387,64,6000,6322,139,0,6.3
129,221,749,2214,252,0,7.2
0,258,530,1381,387,0,6.8
3,826,14000,17665,1000,242,5.7
41,1000,16000,29177,11000,0,7.2
34,683,11000,23187,11000,20000,6.9
53,45,307,616,200,533,6.3
0,503,975,3059,537,795,6.2
607,251,11000,11853,414,12000,6.7
17,688,2000,4607,989,0,6.5
23,232,22000,23513,893,0,7.2
0,622,966,3307,799,319,5.3
0,20,20000,20364,329,0,6.7
0,54,816,1585,623,74,6.2
0,119,990,2006,711,725,3.6
0,91,603,988,175,883,5.7
0,51,478,700,83,0,7.3
787,0,787,883,96,952,5
324,28,678,1256,541,33,6.6
593,241,374,1283,362,5000,6.6
163,34,837,1019,130,85,6.8
0,131,18000,18652,451,12000,6.2
24,83,374,768,181,345,7.3
302,428,893,3049,798,117,6.2
800,334,49000,50542,640,0,6.9
76,345,798,2217,769,0,6.6
216,885,1000,5761,922,661,6.3
26,146,17000,18236,793,0,7
3,421,16000,17469,542,321,3.3
11,553,665,4579,664,503,6.7
21,36,78,221,61,874,6.2
53,499,962,3465,545,0,6.5
71,385,795,2655,474,89,3.5
7,875,12000,16118,3000,370,5.5
0,617,806,3124,690,1000,5.9
8,495,1000,3146,893,546,4.7
50,422,835,2519,632,58,4.2
93,51,147,285,52,0,5.2
7,240,706,1936,405,402,5.2
7,611,906,4725,848,160,3.9
275,102,439,940,161,0,6.1
10,72,122,375,109,0,5.8
0,742,11000,14656,826,376,6.7
71,126,298,934,258,509,5.7
8,111,485,964,152,0,4.5
13,415,5000,7637,2000,0,6.9
0,196,1000,2259,618,186,4.8
261,520,30000,31325,744,589,6.3
4,5,63,81,10,1000,6.9
98,95,1000,2227,891,695,5.4
110,711,1000,3937,898,486,3.8
24,46,183,428,136,746,7
5,482,670,2739,608,119,5.2
419,7,398,569,149,0,7.3
36,899,1000,4686,948,0,4.6
3,499,764,2876,716,850,6.5
99,452,17000,18983,985,0,6.8
0,195,786,1674,228,957,6.7
41,525,723,3939,706,0,6.1
9,262,4000,9432,4000,0,5.2
43,244,742,2127,462,0,6.9
7,1000,31000,35634,1000,1000,6
0,319,678,1557,432,33000,7.9
17,770,1000,3827,887,616,4.5
6,200,557,1702,290,898,5.1
176,760,924,4109,898,0,7.6
0,82,148,448,114,0,7.6
0,123,187,646,176,0,6.7
100,327,33000,34398,947,0,6.1
12,1000,21000,23962,1000,0,7.5
43,129,826,1586,476,0,5.3
116,303,594,1836,412,0,6
3000,844,10000,15835,4000,50000,7.1
25,110,509,1248,446,10000,7.5
147,1000,8000,13762,3000,12000,6.9
0,513,1000,2524,581,23000,8.5
365,177,383,1094,371,0,7.5
50,741,17000,21711,908,0,6.6
278,51,402,934,343,0,8
92,177,244,1164,189,0,7
33,123,14000,15014,383,0,5.8
798,16,580,662,26,0,7.3
473,685,890,3661,851,0,6.8
92,862,1000,5420,886,0,6.7
85,118,311,760,189,0,6.5
909,184,909,1633,203,0,8
65,908,2000,6807,971,15000,6.5
0,407,3000,4409,683,580,4.9
8,587,982,3114,729,0,7.1
37,883,12000,25660,10000,1000,7
46,701,14000,17336,826,0,7
644,199,392,845,249,0,7.5
17,179,607,1611,318,0,4.5
2,127,911,1345,150,266,5.5
0,130,591,1341,520,0,7.7
84,338,22000,23770,929,0,7.2
17,571,591,2851,579,419,4.8
188,35,187,358,127,1000,6.7
23,471,1000,2478,710,838,7
157,219,4000,4908,248,0,6.5
6,633,970,3824,906,0,7.4
12,297,1000,1991,300,0,5.7
49,261,702,2007,616,313,6.2
38,316,745,1721,591,215,5.7
26,611,1000,3767,1000,1000,6.4
162,277,23000,24102,776,0,7
43,0,45,50,5,0,7.7
64,748,2000,4617,892,0,5.4
6,6,7,32,6,124,6.6
930,433,982,2942,602,375,6.1
0,5,186,253,41,348,6.1
608,25,149,251,44,484,7.6
3,204,679,1426,537,0,6.2
11,18,185,299,62,135,6.6
8,558,22000,24154,1000,0,6.1
28,104,573,1098,197,0,7.3
0,230,922,1835,374,128,4.2
11,35,10000,10369,281,0,7.1
25,98,963,1375,168,120,6
6,664,4000,6426,931,3000,6.5
4,93,442,822,162,0,6.5
4,151,722,1254,212,0,5.7
3,327,1000,2310,900,458,6.1
8,59,174,498,109,0,7.1
236,68,580,1129,236,0,7.3
8,896,4000,6954,922,0,6.5
3,305,2000,2802,368,0,5.7
541,673,967,4458,847,19000,7.2
108,175,12000,13172,628,0,7.3
43,122,563,1097,236,1000,6.9
68,1000,3000,8097,1000,0,5
35,170,949,1510,178,0,5.9
8,3,35,47,6,278,6.7
729,133,2000,3516,841,0,7.3
300,341,579,1637,405,0,7.6
17,429,35000,36892,966,8000,6.5
170,202,736,1854,218,0,2.1
14,559,1000,3164,907,0,5.3
0,13,28,97,15,387,7.2
319,179,2000,3279,552,0,7
160,81,8000,8532,327,27000,8
71,304,967,1962,455,0,6.5
407,39,638,823,107,196,7.1
11,119,3000,4004,687,341,7.3
644,6,97,128,8,0,7.5
0,417,964,2350,551,0,6.9
80,225,668,2004,641,0,7.2
54,346,440,1373,426,1000,7.2
163,636,2000,4168,716,8000,6.7
11,173,205,808,197,467,6
16000,857,13000,16557,902,45000,8.9
21,842,1000,5673,985,0,7.7
66,85,15000,15554,241,65000,7.9
422,422,861,3306,499,713,5.6
338,195,354,1495,209,15000,8
2000,51,15000,15361,161,0,6.2
36,27,7000,7227,150,15000,7.9
0,107,217,644,107,24000,8.1
0,27,133,241,32,11000,7.6
548,360,389,1792,363,0,3.5
152,459,16000,17568,466,0,7.6
44,458,1000,3199,886,0,6.5
0,388,585,3023,434,559,5.6
129,3000,23000,39807,10000,40000,7.7
5,297,449,1534,332,0,5.2
0,602,875,2662,826,0,6.9
19,117,363,1024,342,0,6.1
2,213,484,1455,345,495,5
2,102,861,1279,163,240,7.8
0,591,18000,37645,18000,0,7.4
13,244,803,1769,314,0,6.8
0,112,969,1775,449,0,6.4
13,292,452,1760,442,0,5.7
3,268,876,2832,801,0,7.5
33,475,744,2400,503,0,6.7
3,631,24000,25792,827,0,5.6
79,414,13000,14747,903,0,7
126,517,23000,25462,1000,18000,7.6
44,596,15000,27646,11000,938,6.5
31,50,539,895,290,758,7
78,968,12000,17524,3000,0,6.3
133,86,471,858,277,638,6.4
132,216,434,1183,265,12000,7.1
87,424,15000,16982,1000,19000,7.1
10,582,851,3293,780,160,6.5
54,306,776,1761,595,0,6.9
18,741,1000,5190,962,0,5.4
198,636,1000,3502,975,125,4.9
15,660,883,3291,826,77,5.1
26,417,1000,2687,905,859,5.3
133,136,12000,13180,898,788,7.5
26,0,1000,1442,442,0,7.3
608,386,1000,2265,579,0,7.3
341,569,963,3543,678,0,7.1
73,112,1000,2404,1000,0,6
71,168,1000,1795,261,515,6.6
16,472,943,2786,769,20000,7.2
13,594,5000,7692,629,0,7.2
14,291,14000,15848,1000,429,6.9
23,200,1000,1610,273,0,6.8
136,249,977,2413,649,79,4
45,4,61,75,5,11000,7.7
109,7,480,517,12,43000,7.4
12,710,2000,3921,844,412,6.5
30,209,480,1234,257,226,6.4
0,844,3000,6343,2000,434,7.2
200,1000,21000,41645,18000,494,5.6
2,227,735,1378,306,75,6.3
8,33,553,786,177,0,6.8
387,399,8000,9608,489,143,5.5
36,405,10000,11770,692,0,6.9
3,448,905,3185,513,3000,6
53,463,954,2512,551,294,6.4
346,488,947,2572,526,532,6.6
43,47,144,326,63,675,5.3
78,4,6,28,5,0,8.1
17,1000,23000,37457,10000,0,5.9
2,23,413,733,265,520,7.7
2,600,31000,33858,920,438,4.6
29,11,163,219,20,81,5.1
21,112,186,619,119,0,6.9
78,189,502,1546,206,205,8
341,15,844,1389,521,0,6.8
16,376,1000,2284,524,0,5.4
73,26,848,1526,643,999,6.5
155,391,981,2741,505,689,4.2
78,325,11000,12619,509,3000,7.4
88,890,1000,4737,1000,508,6.9
7,36,186,407,147,0,6.7
2,40,10000,10218,154,2000,7.3
655,88,24000,25092,829,0,7.6
0,658,1000,4707,683,0,5.4
92,221,3000,4198,766,12000,7.3
14,161,827,1871,545,1000,6.4
62,518,584,2024,552,345,6
248,147,673,1442,466,1000,7.2
329,280,611,1834,329,0,6
18,742,834,4091,749,140,3.1
0,249,373,1233,266,31,6.9
406,968,24000,41867,15000,0,6.2
119,844,12000,15396,844,655,5.5
27,59,71,262,59,26,6.9
187,158,631,1176,163,0,6.3
22,447,5000,7206,659,223,4.8
549,911,3000,5732,912,18000,7.9
127,373,3000,4370,415,0,6.7
20,36,262,409,65,389,5.6
5,60,532,902,249,108,5.4
10,106,963,1754,545,14000,8
287,664,844,4099,708,0,5.7
23,93,287,635,150,25000,7.6
0,500,18000,19879,860,0,7
12,641,788,2486,698,0,7.2
0,4000,24000,46055,11000,0,6.2
0,440,488,2428,488,129,3.5
655,973,24000,28817,3000,10000,7.5
249,96,294,835,284,0,5.1
82,175,244,1105,177,0,6.7
0,3000,14000,28122,10000,43000,9.2
213,92,225,791,174,0,6.1
464,11000,23000,54075,17000,40000,7.7
319,11,1000,1051,18,0,7.6
0,11000,17000,46646,15000,54000,6.1
474,82,1000,2212,970,2000,4.9
82,189,581,1865,547,0,6.8
13,430,1000,2515,934,0,7
20,61,16000,16289,109,0,7.2
70,826,1000,5959,912,0,5.7
1000,76,29000,29769,509,115000,7.3
0,566,21000,22745,650,0,7.5
152,27,22000,22140,68,0,7.4
0,4000,16000,33758,12000,0,7.2
187,887,14000,17104,900,141,6.5
23,440,1000,2951,659,0,6.8
82,244,16000,17611,387,2000,6.8
22,794,1000,5282,841,978,5.2
197,159,513,1379,239,10000,7.2
0,69,13000,13448,366,407,7.5
14,270,971,2517,479,0,4
737,380,718,2240,524,824,6.8
0,597,1000,3544,649,0,6.9
44,190,637,1342,256,23000,7.3
48,826,1000,4837,865,375,6.1
0,393,883,2039,563,80000,7.8
0,303,1000,2444,340,0,6
0,23,246,345,29,44,4.1
1000,98,816,1120,105,10000,7
11,970,13000,19330,3000,0,7.1
49,304,687,1990,554,0,6.2
107,658,893,3110,664,0,6.9
192,292,14000,14816,343,16000,7.6
17000,159,883,1934,618,0,7.6
30,407,761,2018,412,0,6.4
98,397,729,2321,579,0,6.2
176,46,116,312,93,0,7.5
70,442,692,3128,585,446,2
6,38,206,493,192,0,6.2
7,35,11000,11116,43,650,6.5
147,397,8000,9984,860,2000,7.9
342,501,1000,2158,518,0,6.8
157,224,490,1136,259,0,6.3
0,359,655,1906,476,157,6.3
261,617,783,2684,658,357,6.6
60,628,4000,6526,787,3000,6.4
159,77,3000,3547,294,38000,7.5
0,149,2000,2909,627,962,5.8
2,455,1000,2589,690,797,6.5
161,172,10000,11059,422,168,4.8
127,798,6000,8876,941,0,7.2
6,375,963,2209,750,122,6.3
8,39,106,215,54,0,7
0,106,227,684,218,0,6.3
10,184,756,1417,216,0,5.3
43,611,1000,5213,788,724,2.3
58,973,23000,44969,20000,19000,7.1
47,13,554,1105,524,0,6.2
5,52,766,1251,358,97,6.7
6,935,7000,9660,1000,0,6.5
30,281,474,2029,403,916,5.9
23,0,4,8,4,1000,6.7
0,410,26000,27756,854,694,6
554,530,876,2544,838,311,6.9
78,184,12000,12680,333,16000,7.9
4,4,91,198,82,55,5.3
0,507,1000,3150,844,0,4.8
0,26,99,218,62,453,5.3
24,29,122,236,35,41,6
16000,240,16000,17209,455,0,7.3
49,687,878,4334,847,389,7.4
0,787,14000,18643,1000,10000,7.7
197,578,755,3009,632,586,4.8
16,63,149,414,147,187,7.2
0,493,15000,17377,725,0,5.8
4,36,177,333,66,687,7.3
3,436,710,2119,697,1000,7
0,83,240,490,83,413,6.4
13,261,34000,35717,924,10000,5.6
777,58,131,343,66,37000,8.2
125,11,60,132,29,282,6.5
11,415,1000,2728,418,663,6.4
294,15,585,666,39,11000,8.1
40,300,1000,2323,421,45000,5.4
3,38,46,225,46,479,6.3
309,15,27,106,26,0,7.8
7,51,699,936,63,0,6.8
0,146,804,1285,167,337,7.2
0,517,754,2442,567,0,7.1
208,689,876,4840,827,391,6.2
218,376,900,2475,563,0,7.3
132,180,435,1140,230,515,5.9
338,45,116,394,112,0,7.2
38,91,730,1405,461,342,3.6
11,8,56,105,36,802,7.7
0,726,13000,15230,898,23000,7.3
905,466,27000,29277,594,0,7.4
0,266,1000,1942,373,19,6.6
129,782,10000,13180,918,12000,6.9
15,874,18000,21107,986,1000,6.8
19,0,844,846,2,260,7.3
38,706,12000,14462,712,0,7.2
9,368,1000,1904,433,830,6.5
210,471,845,2614,631,13000,7.7
0,255,2000,3582,663,13000,8.1
31,43,65,200,51,11000,7.7
0,27,1000,1163,54,0,7.6
228,358,431,2020,426,0,7.3
0,781,1000,3254,898,0,7.2
116,898,1000,5127,944,13000,7.2
0,576,40000,42028,854,9000,8.1
909,282,503,1448,328,0,7.5
131,399,640,2169,566,0,8.1
55,266,382,2045,279,0,7.8
0,535,2000,5122,553,0,7.8
153,447,1000,3175,1000,0,5.8
34,249,804,1802,271,0,7.6
11000,484,13000,14921,573,0,7.4
10,578,3000,6419,685,478,6.3
44,328,865,2724,405,990,6.9
0,574,18000,20821,979,28000,8.6
81,92,321,584,101,1000,5.1
12,583,16000,19341,876,0,6.4
0,120,1000,1582,245,10000,7.9
54,332,469,2037,436,403,6.9
378,658,957,4611,925,0,7.5
0,381,742,2270,602,0,7.2
0,182,413,1284,282,624,5.8
0,405,555,1752,484,256,2.9
472,64,472,773,155,355,6.2
378,345,658,1660,378,0,7.3
80,658,8000,10430,960,0,6.2
29,161,711,1462,427,0,6.8
38,360,1000,3221,475,985,6.1
162,25,1000,1184,149,0,7.7
2,120,742,1308,256,926,5.2
0,84,11000,11328,106,15000,6.8
0,221,697,1517,394,0,7
112,612,1000,2697,744,0,5.9
49,10000,24000,51355,14000,21000,7.1
4,546,8000,10123,806,9000,5.5
20,130,3000,3825,591,0,7.4
51,28,3000,3569,482,17000,7.3
0,664,1000,4484,1000,422,4.6
0,826,4000,7103,899,0,7.2
39,286,1000,2103,497,915,7
138,263,373,1831,308,985,5.1
0,379,17000,18947,1000,0,6.7
3,353,4000,5668,812,901,5.3
263,179,263,993,261,0,7.8
23,82,97,382,91,0,6.7
10,34,397,546,77,84,5.4
53,491,4000,8297,3000,0,7.2
8,15,244,489,230,289,5.8
5,152,944,1407,257,29,6.4
541,242,682,2379,288,0,8
129,362,976,2748,617,0,7
735,20,187,297,34,643,7
159,53,631,841,104,605,6.7
0,284,721,2000,514,125,3.8
11,316,767,2370,529,0,5.7
324,27,173,282,67,52,6.6
19,71,1000,2163,943,0,6.7
61,451,974,2430,595,0,6.1
781,90,596,1081,206,224,6.2
11,419,773,2440,766,30,6.2
160,898,11000,15604,949,733,7.4
0,499,11000,14599,826,850,4.7
194,0,103,105,2,570,8.3
9,407,861,2200,618,0,7.2
17,259,636,2152,472,176,5.8
2,99,592,1227,521,275,5.9
24,874,16000,27575,10000,0,6.3
24,130,933,1940,767,1000,7.2
58,787,848,3469,816,0,5.4
0,15,391,477,20,0,7.3
82,269,809,1858,447,0,7.3
4,444,11000,12772,485,0,5.8
58,400,33000,34605,455,0,6.1
12,19,163,219,20,0,7.1
139,1000,2000,6569,2000,0,6.5
287,28,343,502,94,0,7.9
0,57,978,1443,323,543,5.4
64,380,778,2205,635,0,7.1
0,136,722,1477,338,109,6.4
98,397,883,2201,528,0,6.7
407,501,688,2584,659,160,6.9
17,255,592,2000,378,244,2.1
2,61,634,1065,284,365,4.3
57,6,37,73,9,4000,6.6
12,10,25,72,11,277,3.4
131,417,1000,2387,559,0,8.3
46,249,368,1651,303,0,7.2
0,476,907,2723,637,0,5.6
96,35,509,888,294,0,7.7
23000,694,23000,44265,19000,33000,6.6
16000,258,16000,17599,742,0,7.6
72,722,19000,34106,12000,5000,7.4
14,548,14000,16768,1000,0,7.1
14,60,113,396,110,438,3.4
25,57,517,745,86,0,7.9
9,71,636,1033,210,352,6.7
10,93,715,1315,436,1000,6.6
0,388,782,2892,652,0,7.9
56,781,4000,6776,902,113,4.9
592,36,232,391,67,0,7.2
929,9,56,118,46,13000,7.4
17,16,31,81,17,543,6.1
85,199,397,1519,227,0,8.4
4,290,934,2030,697,679,6.2
3,38,472,561,39,1000,5.3
136,139,4000,4883,543,915,5
222,222,5000,6111,680,484,7.7
77,27,286,385,52,23000,7.6
4,114,796,1832,567,11000,6.3
12,149,393,955,259,989,7.6
440,0,631,631,0,0,5.6
82,32,208,454,191,0,7.3
4,47,374,787,282,421,6.2
0,482,852,2975,618,35000,6.6
163,651,1000,4134,654,0,6.6
16,82,14000,14504,338,33000,7.3
79,218,608,1770,362,0,6.6
26,300,2000,3344,509,0,6.9
24,434,581,2371,438,24000,5.8
10,704,852,5056,707,18000,4.4
55,150,506,1584,449,0,6.6
0,458,1000,3215,562,15000,7.1
399,83,399,688,89,14000,7.6
24,113,235,799,119,26000,4.6
28,275,726,1920,422,0,6.8
688,80,462,971,278,620,7.1
54,581,40000,42002,618,963,4.9
260,592,9000,11736,844,0,7.3
130,51,617,799,53,0,7.2
52,332,510,2161,358,10000,5
0,452,12000,13864,754,9000,8.2
212,896,11000,17738,3000,65000,8
26,801,10000,11771,830,0,5.2
22000,379,716,1997,651,40000,8.5
59,202,972,2071,407,23000,6.5
0,657,1000,2990,898,0,7.4
335,34,838,1122,203,0,7.7
214,424,7000,8375,468,22000,7.4
0,287,901,2523,413,232,5.1
18,75,492,854,155,0,7.3
0,73,2000,2908,804,122,5
3000,77,205,428,130,1000,7.2
24,157,977,2014,485,0,6.7
37,1000,11000,15710,3000,11000,6.4
81,388,882,2410,845,0,7.1
0,498,1000,2868,597,575,5.6
596,697,1000,3300,835,0,6.2
66,161,1000,1410,200,14000,6.1
23,467,1000,2840,694,0,5.2
148,426,2000,3843,434,599,7.3
25,423,17000,19673,2000,45000,7.5
345,422,535,2112,440,376,6.6
6,142,13000,14306,970,0,6.4
6,65,935,1327,120,1000,4.5
38,249,567,1495,312,5000,6.6
520,192,11000,12306,892,25000,5.3
13,141,742,1227,152,0,4.9
0,19,269,361,43,0,7.7
1000,358,605,1686,427,19000,8
7,664,1000,4856,984,562,3.8
407,111,11000,11400,189,0,7.6
27,101,742,1136,120,0,5.9
17,85,690,1160,190,0,6.2
272,551,801,2943,796,0,7.2
8,268,926,2383,400,0,6.3
17,205,520,1520,270,0,5.2
19,260,968,2528,934,0,6.9
66,13,155,259,78,16000,6.8
152,826,21000,23714,982,0,6.2
54,70,746,1332,333,270,6.2
89,355,729,2848,706,11000,3.5
1000,409,849,2269,578,738,6.1
57,99,998,1284,164,213,6.6
23,503,927,3552,509,740,4.5
99,44,93,315,45,207,5.9
12,797,3000,5668,835,0,6.9
66,21,150,253,28,0,7.7
44,136,559,1199,249,672,6.6
23,560,847,3004,591,327,5.3
82,576,11000,13591,794,729,6.3
3,448,859,3942,448,0,7
4,556,2000,5202,936,0,7
84,572,1000,2691,778,462,6.6
0,392,973,2589,423,10000,8.6
4000,334,4000,5245,585,393,6.4
0,372,18000,19404,572,47000,7.9
7,701,2000,5900,847,249,5.4
0,0,55,55,0,89,6.9
460,395,990,2820,900,920,7.7
22,32,186,416,135,0,7.2
19,39,25000,25676,579,0,6.8
3,83,922,1324,162,323,6.2
0,88,14000,14574,433,0,7.4
35,473,4000,6617,849,0,4.6
7,939,8000,10517,981,0,6.4
52,102,624,1209,385,507,7
122,360,23000,24994,1000,21000,7.7
261,145,722,1201,280,247,6.8
52,688,10000,12897,963,13000,7
263,192,967,1582,289,0,7
13,600,3000,5185,971,0,6.3
57,233,727,1836,442,10000,7.1
0,276,740,1665,625,255,5.6
0,361,578,3382,435,0,4.4
0,65,387,648,96,0,7.1
18000,977,10000,13718,1000,225,6.1
0,14,75,172,45,133,7.4
239,0,6,6,0,489,7.5
0,51,311,498,59,274,7.2
27,440,948,2958,779,49000,7.6
6,940,3000,4987,1000,777,7.3
5,100,197,538,116,44,6.2
204,697,1000,3207,697,69,6.2
3,383,889,2984,680,174,4.6
0,99,432,1010,309,27000,6.2
0,15,343,408,29,559,6.2
34,227,811,1789,522,40,3.3
110,14,46,117,21,0,4.2
57,78,331,526,93,0,7.2
46,141,570,1258,337,639,6.2
65,686,866,3724,738,887,6.1
799,854,3000,10727,2000,419,4.2
0,483,695,3217,617,38,4.5
0,394,745,1986,508,0,7.5
0,388,979,2509,732,165,6.7
7,541,989,3514,970,0,5.1
49,601,708,3059,699,58,5.5
261,179,12000,12676,316,0,4.4
3,126,1000,1681,266,190,4.4
0,826,1000,5191,849,2000,6.8
3,723,975,4991,900,35,6.7
14,668,784,3021,763,49,8.6
0,1000,40000,46115,3000,0,4.8
20,538,741,2849,615,0,3.4
44,4,61,92,12,1000,7.4
766,269,595,1519,486,0,7.3
0,263,3000,3967,324,0,8
58,537,874,2363,579,10000,6.5
0,581,1000,2990,1000,0,5.9
187,427,1000,3690,887,750,6.8
337,41,982,1520,463,14000,7.4
7,339,968,2545,733,0,6.7
16,621,10000,11703,838,864,6.8
0,316,927,2469,833,0,5.4
365,14,237,302,28,0,5.5
541,372,773,2409,476,0,7.4
0,428,33000,34779,1000,30000,5.7
0,20,226,286,40,11,5.4
20,329,571,2006,345,491,3.2
0,0,5,5,0,2,7.1
11,16,18000,18105,66,2000,7.8
0,413,584,2668,580,31,5.3
3,9,74,143,52,0,7.2
4,140,943,1795,480,199,6.2
4,577,13000,15093,1000,0,5.9
0,3,109,122,10,285,7.3
37,542,801,3113,760,0,6.7
116,83,1000,1662,511,0,5.7
179,239,1000,1862,398,0,7.1
143,811,1000,5002,901,0,7.2
1000,68,232,588,169,0,7.4
0,346,22000,26050,3000,0,7.7
0,126,3000,3668,441,2000,7.4
0,167,1000,2235,1000,38000,8.4
9,37,188,496,135,501,7.1
98,4,341,371,26,539,7.2
0,491,854,2762,652,1000,7.5
10,402,589,2705,416,0,5.4
219,701,15000,17040,933,33000,8.1
5,122,274,793,154,0,6
4,3,25,48,20,689,7.8
68,391,835,2110,601,3000,6.8
377,844,1000,5041,887,0,6.5
0,38,717,907,126,4000,7.7
0,9,24,53,12,0,6.4
0,798,26000,29325,1000,0,6.5
143,76,155,398,96,528,7.3
3,327,820,1950,356,0,6.6
187,0,129,131,2,0,7.9
0,329,14000,15860,1000,7000,5.9
0,62,327,496,82,62,4.7
869,425,888,2176,721,32000,8.7
358,212,19000,20397,570,224,5.9
0,753,898,2951,842,629,6.7
6,12,85,151,26,10000,8.5
249,261,2000,3089,298,0,5.8
63,422,2000,4810,1000,0,6.1
143,100,1000,1291,146,0,7.3
79,93,309,857,254,0,6.7
51,8,446,497,20,0,7.6
12,106,464,1045,374,504,7.2
0,7,29,61,9,2000,6.2
456,394,20000,21404,559,24000,5.8
197,578,755,2553,632,0,5.2
23,130,471,938,232,61,7.1
335,16,114,206,28,0,6.5
277,327,1000,2412,530,0,7.3
84,95,110,582,95,0,6.2
0,231,648,1951,529,0,5
0,56,125,403,108,0,8
0,11,19000,32015,13000,17000,7.8
11000,629,11000,12691,636,0,8.1
309,132,232,825,178,625,6.7
0,748,23000,26489,892,51000,6.1
395,80,13000,13707,595,0,7.1
9,428,584,1885,430,22000,5.6
81,687,12000,14823,898,0,7.6
2,555,707,2634,619,0,4.3
228,358,431,2020,426,0,7.3
0,116,597,1218,222,661,7.3
357,326,3000,4807,465,8000,4.6
82,69,746,986,119,283,6.8
450,712,14000,18645,3000,16000,7.1
0,133,355,837,151,27000,7.3
120,145,773,1785,742,8000,8.3
0,428,847,2649,670,2000,5.4
8,400,45000,46868,541,0,4
0,127,230,673,193,92000,8
11000,405,19000,20132,427,0,6.7
13000,567,1000,2776,658,0,5.7
69,69,522,955,231,842,4.6
69,585,939,3354,706,118,4
47,407,658,3086,636,762,7
1000,268,862,1652,403,0,7.4
5,710,49000,50831,780,576,5.9
7,27,584,1002,246,138,4.6
0,255,798,2537,374,0,4.8
171,143,382,954,273,11000,7.5
89,511,986,4073,713,0,4.7
675,968,16000,19928,977,0,6.7
13000,148,204,753,187,414,6.3
0,242,812,1566,466,931,6
99,960,4000,7921,975,0,6.7
30,296,769,2251,413,15000,7.1
2,0,960,972,12,131,2.7
0,237,721,1966,246,816,7.3
378,611,925,3559,729,0,7.6
24,545,834,2662,625,309,5.8
131,90,497,776,113,830,6.5
101,71,730,1208,394,708,6.6
0,939,1000,4777,947,16000,6.2
21,161,420,1215,291,0,6.9
330,0,48,48,0,26000,8.5
101,324,721,1700,576,550,4.8
19,322,947,2353,685,0,6.6
5,842,1000,3408,1000,987,5.7
60,444,979,3130,665,872,7
81,687,2000,4343,811,111,5.4
227,226,690,1298,227,12000,7.1
234,221,12000,13607,1000,11000,6.9
13,159,419,975,254,167,6.6
212,195,10000,11083,633,314,5.9
0,209,945,2282,774,614,6.3
8,428,759,2805,638,182,6.3
45,69,623,824,85,0,7.7
0,67,617,916,163,10000,7
272,70,736,1403,450,132,6.3
12,15,578,643,29,108,5.9
105,748,18000,25269,6000,0,6.2
137,476,4000,5796,575,98,5
58,9,331,387,27,0,7.7
53,65,530,1038,238,0,6.5
19,599,18000,20135,759,161,5.8
19,9,585,629,29,278,6.1
8,2000,3000,10984,3000,798,6
